"Product Name",Category,"Sell Price","Buy Price"
"Abzan Falconer","Commander Anthology Volume II",0.24,0.08
"Acidic Slime","Commander Anthology Volume II",0.30,0.08
"Ancient Amphitheater","Commander Anthology Volume II",0.47,0.08
"Ancient Excavation","Commander Anthology Volume II",1.89,0.08
"Angel of Serenity","Commander Anthology Volume II",1.06,0.08
"Anya, Merciless Angel","Commander Anthology Volume II",-,-
"Arbiter of Knollridge","Commander Anthology Volume II",0.32,0.08
"Arcane Lighthouse","Commander Anthology Volume II",3.52,1.41
"Arcane Sanctum","Commander Anthology Volume II",0.95,0.08
"Artisan of Kozilek","Commander Anthology Volume II",0.47,0.08
"Ash Barrens","Commander Anthology Volume II",3.35,1.34
"Astral Cornucopia","Commander Anthology Volume II",3.04,1.22
"Atraxa, Praetors' Voice","Commander Anthology Volume II",-,-
"Avatar of Woe","Commander Anthology Volume II",1.89,0.08
"Azorius Chancery","Commander Anthology Volume II",0.29,0.08
"Bane of the Living","Commander Anthology Volume II",0.38,0.08
"Banishing Light","Commander Anthology Volume II",0.33,0.08
"Barren Moor","Commander Anthology Volume II",0.30,0.08
"Basalt Monolith","Commander Anthology Volume II",3.75,1.50
"Beetleback Chief","Commander Anthology Volume II",0.31,0.08
"Bird Token","Commander Anthology Volume II",0.22,0.08
"Bitter Feud","Commander Anthology Volume II",0.43,0.08
"Blade of Selves","Commander Anthology Volume II",8.54,3.42
"Blasphemous Act","Commander Anthology Volume II",3.91,1.56
"Blasted Landscape","Commander Anthology Volume II",1.04,0.08
"Bogardan Hellkite","Commander Anthology Volume II",0.56,0.08
"Borderland Behemoth","Commander Anthology Volume II",0.33,0.08
"Boros Cluestone","Commander Anthology Volume II",0.20,0.08
"Boros Garrison","Commander Anthology Volume II",0.29,0.08
"Boros Guildgate","Commander Anthology Volume II",0.21,0.08
"Boros Signet","Commander Anthology Volume II",0.66,0.08
"Bosh, Iron Golem","Commander Anthology Volume II",-,-
"Bottle Gnomes","Commander Anthology Volume II",0.24,0.08
"Brave the Sands","Commander Anthology Volume II",0.98,0.08
Brawn,"Commander Anthology Volume II",0.40,0.08
"Breath of Darigaaz","Commander Anthology Volume II",0.24,0.08
"Bred for the Hunt","Commander Anthology Volume II",0.24,0.08
"Buried Alive","Commander Anthology Volume II",2.11,0.25
"Buried Ruin","Commander Anthology Volume II",1.67,0.08
"Butcher of Malakir","Commander Anthology Volume II",0.64,0.08
"Caged Sun","Commander Anthology Volume II",9.58,3.83
"Cathars' Crusade","Commander Anthology Volume II",3.91,1.56
Cathodion,"Commander Anthology Volume II",0.24,0.08
"Cauldron of Souls","Commander Anthology Volume II",1.87,0.08
"Champion of Lambholt","Commander Anthology Volume II",2.88,0.25
"Chaos Warp","Commander Anthology Volume II",3.81,1.52
"Citadel Siege","Commander Anthology Volume II",0.33,0.08
"Coldsteel Heart","Commander Anthology Volume II",3.80,1.52
"Command Tower","Commander Anthology Volume II",2.84,0.25
"Commander's Sphere","Commander Anthology Volume II",1.96,0.08
"Corpsejack Menace","Commander Anthology Volume II",0.53,0.08
"Crib Swap","Commander Anthology Volume II",0.28,0.08
"Crystalline Crawler","Commander Anthology Volume II",2.82,0.25
Cultivate,"Commander Anthology Volume II",1.17,0.08
"Curse of the Nightly Hunt","Commander Anthology Volume II",0.24,0.08
"Custodi Soulbinders","Commander Anthology Volume II",0.37,0.08
"Damia, Sage of Stone","Commander Anthology Volume II",-,-
"Daretti, Scrap Savant","Commander Anthology Volume II",-,-
"Dark Hatchling","Commander Anthology Volume II",0.32,0.08
"Darksteel Citadel","Commander Anthology Volume II",0.59,0.08
"Darksteel Ingot","Commander Anthology Volume II",0.83,0.08
"Darkwater Catacombs","Commander Anthology Volume II",2.01,0.25
"Dawnbreak Reclaimer","Commander Anthology Volume II",0.46,0.08
"Dawnglare Invoker","Commander Anthology Volume II",0.19,0.08
"Deepglow Skate","Commander Anthology Volume II",14.46,6.51
"Desecrator Hag","Commander Anthology Volume II",0.19,0.08
"Desolation Giant","Commander Anthology Volume II",0.34,0.08
"Dimir Aqueduct","Commander Anthology Volume II",0.47,0.08
"Dimir Signet","Commander Anthology Volume II",1.70,0.08
"Disaster Radius","Commander Anthology Volume II",0.34,0.08
"Disdainful Stroke","Commander Anthology Volume II",0.23,0.08
